,HenryHub,,,,,,,,,,,,,,,,,,,,,,,,
03-02-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
07-02-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
08-02-2017,3.05,,,,,,,,,,,,,,,,,,,,,,,,
09-02-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
10-02-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2017,2.85,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2017,2.75,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2017,2.75,,,,,,,,,,,,,,,,,,,,,,,,
21-02-2017,2.56,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2017,2.52,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2017,2.63,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2017,2.63,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2017,2.44,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2017,2.54,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2017,2.54,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2017,2.59,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2017,2.5,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2017,2.68,,,,,,,,,,,,,,,,,,,,,,,,
07-03-2017,2.68,,,,,,,,,,,,,,,,,,,,,,,,
08-03-2017,2.59,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2017,2.83,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2017,3.04,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2017,3.02,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2017,3.02,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2017,2.84,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2017,2.85,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2017,3.09,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2017,3.02,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2017,2.97,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2017,3.08,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
03-04-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
04-04-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
05-04-2017,3.22,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2017,3.23,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2017,3.23,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2017,3.15,,,,,,,,,,,,,,,,,,,,,,,,
11-04-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
12-04-2017,2.97,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2017,3,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2017,3,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2017,3.09,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2017,2.99,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2017,3.2,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2017,3.2,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2017,3.14,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2017,3.1,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2017,3.23,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2017,3.24,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2017,3.26,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2017,3.27,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2017,3.27,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2017,3.24,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2017,3.22,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2017,3.22,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2017,3.1,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2017,3.1,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2017,3.1,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2017,3.1,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2017,3.05,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2017,3.05,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2017,2.85,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
07-06-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
12-06-2017,3.12,,,,,,,,,,,,,,,,,,,,,,,,
13-06-2017,3.12,,,,,,,,,,,,,,,,,,,,,,,,
14-06-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2017,3.01,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2017,2.87,,,,,,,,,,,,,,,,,,,,,,,,
20-06-2017,2.91,,,,,,,,,,,,,,,,,,,,,,,,
21-06-2017,2.91,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2017,2.89,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
27-06-2017,2.99,,,,,,,,,,,,,,,,,,,,,,,,
28-06-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2017,3.07,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
03-07-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
04-07-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
05-07-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2017,2.89,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2017,2.91,,,,,,,,,,,,,,,,,,,,,,,,
10-07-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
11-07-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
12-07-2017,3.01,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2017,3.04,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2017,3.12,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2017,3.06,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2017,2.99,,,,,,,,,,,,,,,,,,,,,,,,
25-07-2017,2.99,,,,,,,,,,,,,,,,,,,,,,,,
26-07-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2017,2.87,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
02-08-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
03-08-2017,2.76,,,,,,,,,,,,,,,,,,,,,,,,
04-08-2017,2.76,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
08-08-2017,2.81,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2017,2.81,,,,,,,,,,,,,,,,,,,,,,,,
10-08-2017,2.89,,,,,,,,,,,,,,,,,,,,,,,,
11-08-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2017,3.02,,,,,,,,,,,,,,,,,,,,,,,,
15-08-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
16-08-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2017,2.91,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2017,2.9,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2017,3,,,,,,,,,,,,,,,,,,,,,,,,
22-08-2017,3,,,,,,,,,,,,,,,,,,,,,,,,
23-08-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2017,2.97,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
29-08-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
30-08-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
05-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
07-09-2017,2.92,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
12-09-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2017,3.02,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2017,3.03,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2017,3,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
19-09-2017,3.18,,,,,,,,,,,,,,,,,,,,,,,,
20-09-2017,3.13,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2017,3.11,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
26-09-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
27-09-2017,2.98,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2017,2.96,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
02-10-2017,2.94,,,,,,,,,,,,,,,,,,,,,,,,
03-10-2017,2.73,,,,,,,,,,,,,,,,,,,,,,,,
04-10-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
05-10-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2017,2.93,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2017,2.87,,,,,,,,,,,,,,,,,,,,,,,,
10-10-2017,2.89,,,,,,,,,,,,,,,,,,,,,,,,
11-10-2017,2.89,,,,,,,,,,,,,,,,,,,,,,,,
12-10-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2017,2.99,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2017,2.87,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2017,2.88,,,,,,,,,,,,,,,,,,,,,,,,
18-10-2017,2.81,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2017,2.83,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2017,2.8,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2017,2.95,,,,,,,,,,,,,,,,,,,,,,,,
