,NP15,SP15,PVP,PG&E,SCCG,SCEB,HenryHub,NatGasFut1
18-05-2017,0,29.56,29.56,3.35,3.17,2.82,3.13,3.182
19-05-2017,0,0,0,3.33,3.13,2.8,3.11,3.256
20-05-2017,0,31.63,31.63,0,0,0,3.13,3.13
21-05-2017,0,0,0,0,0,0,3.13,3.13
22-05-2017,0,43.43,43.43,3.35,3.21,2.82,3.24,3.33
23-05-2017,52.36,45.16,45.16,3.46,3.32,2.96,3.22,3.219
24-05-2017,0,30.5,30.5,3.48,3.33,3,3.22,3.209
25-05-2017,0,0,0,3.38,3.25,2.92,3.1,3.184
26-05-2017,0,24.51,24.51,3.42,3.26,2.94,3.1,3.236
27-05-2017,0,0,0,0,0,0,3.13,3.13
28-05-2017,0,0,0,0,0,0,3.13,3.13
29-05-2017,0,0,0,0,0,0,3.1,3.13
30-05-2017,0,38.95,38.95,3.37,3.18,2.83,3.1,3.145
31-05-2017,0,29.84,29.84,3.31,3.15,2.78,3.05,3.071
01-06-2017,0,30.52,30.52,3.22,3.09,2.7,3.05,3.008
02-06-2017,0,0,0,3.1,2.94,2.62,2.85,2.999
03-06-2017,30,30.46,30.46,0,0,0,3.13,3.13
04-06-2017,0,0,0,0,0,0,3.13,3.13
05-06-2017,0,35.25,35.25,2.99,2.83,2.47,2.92,2.982
06-06-2017,33,33.22,33.22,3.11,3.08,2.76,2.92,3.042
07-06-2017,0,34.05,34.05,3.18,3.11,2.81,3.06,3.02
08-06-2017,0,30.08,30.08,3.17,3.17,2.82,2.98,3.028
09-06-2017,0,0,0,3.13,3.04,2.73,3.03,3.039
10-06-2017,0,20.93,20.93,0,0,0,3.13,3.13
11-06-2017,0,0,0,0,0,0,3.13,3.13
12-06-2017,0,25.09,25.09,3.08,2.88,2.52,3.12,3.024
13-06-2017,0,26.39,26.39,3.16,3.03,2.62,3.12,2.966
14-06-2017,0,31.15,31.15,3.06,2.93,2.6,2.95,2.933
15-06-2017,0,32.4,32.4,3.06,3.06,2.7,2.94,3.056
16-06-2017,0,0,0,3.08,3.14,2.79,3.01,3.037
17-06-2017,0,35.85,35.85,0,0,0,3.13,3.13
18-06-2017,0,0,0,0,0,0,3.13,3.13
19-06-2017,53.59,52.43,52.43,3.17,3.26,2.91,2.87,2.894
20-06-2017,59.6,57.78,57.78,3.14,3.83,3.4,2.91,2.907
21-06-2017,85.14,79.29,79.29,3.14,4.15,3.77,2.91,2.893
22-06-2017,84.17,75.89,75.89,3.19,3.99,3.63,2.88,2.894
23-06-2017,0,0,0,3.15,3.37,2.85,2.89,2.929
24-06-2017,0,40.12,40.12,0,0,0,3.13,3.13
25-06-2017,0,0,0,0,0,0,3.13,3.13
26-06-2017,0,40.63,40.63,3.12,3.01,2.66,2.98,3.027
27-06-2017,0,32.01,32.01,3.2,3.11,2.75,2.99,3.037
28-06-2017,0,29.83,29.83,3.18,3.09,2.76,3.03,3.067
29-06-2017,0,0,0,3.19,3.08,2.75,3.07,3.042
30-06-2017,0,33.61,33.61,3.18,3.08,2.74,2.98,3.035
01-07-2017,0,27.36,27.36,0,0,0,3.13,3.13
02-07-2017,0,0,0,0,0,0,3.13,3.13
03-07-2017,0,32.58,32.58,0,0,0,2.98,2.951
04-07-2017,0,0,0,0,0,0,2.98,3.13
05-07-2017,0,42.15,42.15,3.06,2.82,2.56,2.98,2.84
06-07-2017,0,57.45,57.45,3.15,3.35,3,2.89,2.888
07-07-2017,0,0,0,3.16,3.62,3.31,2.91,2.864
08-07-2017,49.5,52.96,52.96,0,0,0,3.13,3.13
09-07-2017,0,0,0,0,0,0,3.13,3.13
10-07-2017,0,42.69,42.69,3.16,3.21,2.89,2.92,2.929
11-07-2017,0,38.53,38.53,3.18,3.21,2.93,2.98,3.047
12-07-2017,0,38.79,38.79,3.29,3.2,2.92,3.01,2.985
13-07-2017,0,40.15,40.15,3.3,3.17,2.85,2.96,2.961
14-07-2017,0,0,0,3.23,3.11,2.78,2.94,2.98
15-07-2017,0,39,39,0,0,0,3.13,3.13
16-07-2017,0,0,0,0,0,0,3.13,3.13
17-07-2017,42,43,43,3.22,3.16,2.81,3.04,3.02
18-07-2017,0,38.95,38.95,3.32,3.23,2.89,3.11,3.088
19-07-2017,0,40.88,40.88,3.34,3.19,2.85,3.11,3.066
20-07-2017,0,38.22,38.22,3.37,3.2,2.84,3.12,3.043
21-07-2017,0,0,0,3.37,3.27,2.92,3.06,2.97
22-07-2017,38.55,38.88,38.88,0,0,0,3.13,3.13
23-07-2017,0,0,0,0,0,0,3.13,3.13
24-07-2017,0,43.7,43.7,3.3,3.22,2.83,2.99,2.899
25-07-2017,0,43.91,43.91,3.3,3.2,2.85,2.99,2.944
26-07-2017,0,42.98,42.98,3.29,3.18,2.86,2.92,2.924
27-07-2017,0,42,42,3.28,3.22,2.89,2.95,2.969
28-07-2017,0,0,0,3.29,3.23,2.89,2.96,2.941
29-07-2017,0,40.59,40.59,0,0,0,3.13,3.13
30-07-2017,0,0,0,0,0,0,3.13,3.13
31-07-2017,0,47.03,47.03,3.29,3.15,2.79,2.87,2.794
01-08-2017,75,73.59,73.59,3.25,3.5,3.16,2.8,2.819
02-08-2017,0,128.59,128.59,3.2,3.51,3.2,2.8,2.811
03-08-2017,0,82.16,82.16,3.25,3.56,3.27,2.76,2.8
04-08-2017,0,0,0,3.25,3.36,3.02,2.76,2.774
05-08-2017,0,41.16,41.16,0,0,0,3.13,3.13
06-08-2017,0,0,0,0,0,0,3.13,3.13
07-08-2017,0,41.74,41.74,3.18,3.15,2.85,2.8,2.801
08-08-2017,0,42.67,42.67,3.19,2.97,2.66,2.81,2.822
09-08-2017,0,44.13,44.13,3.2,3.03,2.69,2.81,2.883
10-08-2017,0,41.72,41.72,3.26,3.23,2.92,2.89,2.985
11-08-2017,0,0,0,3.28,3.25,2.9,2.96,2.983
12-08-2017,0,0,0,0,0,0,3.13,3.13
13-08-2017,0,0,0,0,0,0,3.13,3.13
14-08-2017,0,35.92,35.92,3.3,3.04,2.75,3.02,2.959
15-08-2017,33.35,31.22,31.22,3.29,2.99,2.75,2.96,2.935
16-08-2017,0,33.71,33.71,3.26,2.8,2.68,2.94,2.89
17-08-2017,0,35.6,35.6,3.22,2.76,2.65,2.91,2.929
18-08-2017,0,0,0,3.23,2.93,2.68,2.9,2.893
19-08-2017,0,33.92,33.92,0,0,0,3.13,3.13
20-08-2017,0,0,0,0,0,0,3.13,3.13
21-08-2017,0,43.01,43.01,3.25,2.89,2.68,3,2.962
22-08-2017,0,40.7,40.7,3.28,3.08,2.77,3,2.939
23-08-2017,0,39.12,39.12,3.36,3.24,2.93,2.94,2.928
24-08-2017,0,36.89,36.89,3.31,3.2,2.86,2.97,2.949
25-08-2017,0,0,0,3.37,3.19,2.84,2.93,2.892
26-08-2017,0,40.92,40.92,0,0,0,3.13,3.13
27-08-2017,0,0,0,0,0,0,3.13,3.13
28-08-2017,102.2,118.18,118.18,3.32,3.26,2.93,2.95,2.925
29-08-2017,132.97,139.88,139.88,3.36,3.88,3.75,2.95,2.961
30-08-2017,70.25,76.77,76.77,3.39,4.79,4.75,2.95,2.939
31-08-2017,79.33,81.18,81.18,3.36,4.6,4.28,2.92,3.04
01-09-2017,0,0,0,3.35,4.17,3.84,2.88,3.07
02-09-2017,110,105.54,105.54,0,0,0,3.13,3.13
03-09-2017,0,0,0,0,0,0,3.13,3.13
04-09-2017,0,0,0,0,0,0,2.88,3.13
05-09-2017,0,83.16,83.16,3.4,3.81,3.5,2.88,2.972
06-09-2017,0,44.39,44.39,3.35,3.37,3,2.98,3
07-09-2017,41.67,40.04,40.04,3.37,3.25,2.94,2.92,2.981
08-09-2017,0,0,0,3.36,3.18,2.89,2.88,2.89
09-09-2017,0,35.1,35.1,0,0,0,3.13,3.13
10-09-2017,0,0,0,0,0,0,3.13,3.13
11-09-2017,44.14,41.35,41.35,3.28,3.03,2.71,2.88,2.95
12-09-2017,0,42.85,42.85,3.32,3.08,2.78,2.88,3.001
13-09-2017,0,37.32,37.32,3.38,3.17,2.87,3.02,3.058
14-09-2017,0,33.44,33.44,3.4,3.15,2.87,3.03,3.07
15-09-2017,0,0,0,3.38,3.07,2.8,3,3.024
16-09-2017,32.75,30.19,30.19,0,0,0,3.13,3.13
17-09-2017,0,0,0,0,0,0,3.13,3.13
18-09-2017,0,32.65,32.65,3.26,2.87,2.67,3.11,3.146
19-09-2017,0,30.89,30.89,3.39,3.23,2.9,3.18,3.122
20-09-2017,34,30.03,30.03,3.36,3.1,2.93,3.13,3.094
21-09-2017,31.38,29.55,29.55,3.31,3.04,2.74,3.11,2.946
22-09-2017,0,0,0,3.22,2.99,2.69,2.93,2.959
23-09-2017,0,29,29,0,0,0,3.13,3.13
24-09-2017,0,0,0,0,0,0,3.13,3.13
25-09-2017,39,35.48,35.48,3.14,2.81,2.56,2.96,2.919
26-09-2017,38.75,37.46,37.46,3.24,3.08,2.74,2.96,2.918
27-09-2017,41.7,38.02,38.02,3.16,3,2.66,2.98,2.974
28-09-2017,40.87,37.26,37.26,3.19,2.98,2.65,2.96,3.017
29-09-2017,0,0,0,0,0,0,2.94,3.007
30-09-2017,0,30.18,30.18,3.16,2.87,2.52,3.13,3.13
01-10-2017,0,0,0,0,0,0,3.13,3.13
02-10-2017,0,30.5,30.5,3.07,2.84,2.5,2.94,2.916
03-10-2017,0,33.1,33.1,3.03,3.29,2.63,2.73,2.895
04-10-2017,0,33.82,33.82,3.07,3.28,2.44,2.8,2.94
05-10-2017,0,35.95,35.95,3.15,3.12,2.53,2.8,2.923
06-10-2017,0,0,0,3.16,3.06,2.69,2.93,2.863
07-10-2017,0,35.5,35.5,0,0,0,3.13,3.13
08-10-2017,0,0,0,0,0,0,3.13,3.13
09-10-2017,0,36.44,36.44,3.09,2.91,2.6,2.87,3.13
10-10-2017,0,37.5,37.5,3.05,3.05,2.59,2.89,2.891
11-10-2017,0,34.74,34.74,3.08,3.03,2.6,2.89,2.889
12-10-2017,35.75,33.25,33.25,3.13,3.14,2.7,2.95,2.989
13-10-2017,0,0,0,3.16,3.12,2.67,2.99,3
14-10-2017,0,33.42,33.42,0,0,0,3.13,3.13
15-10-2017,0,0,0,0,0,0,3.13,3.13
16-10-2017,0,46.84,46.84,3.17,3,2.67,2.87,2.946
17-10-2017,53.44,56.57,56.57,3.18,5.22,3.03,2.88,2.962
18-10-2017,0,55.56,55.56,3.31,4.99,2.99,2.81,2.854
19-10-2017,0,40.99,40.99,3.18,4,2.84,2.83,2.873
20-10-2017,0,0,0,3.15,3.67,2.7,2.8,2.915
21-10-2017,0,35,35,0,0,0,3.13,3.13
22-10-2017,0,0,0,0,0,0,3.13,3.13
23-10-2017,66.08,78.11,78.11,3.13,3.59,2.71,2.95,2.991
24-10-2017,104.5,120.9,120.9,3.29,12.58,4.47,2.95,2.974
