"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","KY","NGRFB","1922","1897","2040","1845","2515","1739","1790","1087","1409","1929","2319","3301","3002","2407","2608","2290","1917","2442","2482","2609","3325","3827","3563","4054","4390","4867","4551","4540","4524","4664","5526","5167","5580","5588","6751","6939","7353","7595","8498","8158","8158","8146","8389","9394","9691","9794"
"2015F","KY","P5RFB","12720","12168","14918","16360","15980","16301","15407","15504","16259","21124","19787","13682","13521","19797","19124","16906","18872","20989","24372","24803","24913","21702","25639","24038","25240","24247","28003","27685","24126","24806","23218","27838","27123","28136","27407","29249","29361","28770","25983","25497","26878","29322","31424","30024","27412","30444"
"2015F","KY","PCISB","5780","5945","6667","9733","7895","8797","7917","10544","8833","7617","6456","13664","10811","5645","8815","9550","10356","16576","16753","14827","15334","13480","20556","14732","14563","13777","14438","10054","23672","29588","22699","48168","42420","40574","56716","52561","62058","54930","53128","57043","30449","20081","26924","17132","19096","27349"
"2015F","KY","PCRFB","561","499","2603","4166","4143","4426","3857","3956","4599","4256","3605","3824","4086","7643","7221","6935","7628","7635","7827","7882","7964","7802","8337","8641","8312","8256","8274","8106","8159","8692","8570","8272","8726","7864","7592","8354","8146","7859","7491","7731","8108","8270","8707","8337","7500","7777"
"2015F","KY","RFISB","4011","745","2709","2","5747","4690","10489","12314","8675","6199","4774","4330","5261","4602","2553","1948","2691","3759","2284","2032","2410","1723","1617","1358","1255","641","721","510","80","128","298","331","271","653","354","835","713","624","0","416","302","0","242","191","142","90"
"2015F","KY","RFRFB","928","1493","2388","6026","5884","8254","4057","4406","5474","1052","616","1148","1907","2432","2140","1955","1757","1594","1048","917","964","1139","1004","713","774","624","806","528","268","354","213","523","309","102","13","22","28","26","0","24","15","0","3","6","13","6"
"2015F","KY","SFCCB","","","","","","","","","","","9","0","29","60","21","1","0","0","1","10","1","0","1","3","11","1","9","5","0","1","2","0","0","19","0","3","0","20","3","3","1","1","0","5","9","7"
"2015F","KY","SFINB","","","","","","","","","","","15","1","46","92","34","1","0","0","2","18","1","1","2","7","24","3","22","12","1","2","5","1","0","51","0","8","1","65","8","9","2","4","1","15","26","24"
"2015F","KY","SFRCB","","","","","","","","","","","17","1","56","110","39","2","0","0","2","18","1","1","2","6","18","2","16","8","1","1","3","1","0","31","0","4","1","31","4","5","1","2","0","7","13","10"
"2015F","KY","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","21","25","105","107","108"
"2015F","KY","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","KY","SORCB","","","","","","","","","","","","","","","","","","","","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","30","35","39","41","48","60","62","64","67","79","80","90"
"2015F","KY","TEPFB","331303","349272","392999","410558","411500","462566","498427","502523","486566","497220","474917","467238","459196","453932","493268","474448","460631","460231","488601","537967","523546","540274","558558","566867","605219","624950","650929","635923","620178","656872","657159","667455","764387","728315","735648","756717","763420","810986","816428","784039","813689","773665","784689","747020","689970","661165"
"2015F","KY","TERFB","17492","17379","21992","26227","25619","27804","22584","23245","25095","25812","24454","21511","22047","27155","26858","23877","25309","27796","30761","31644","32732","30042","33830","32400","34371","33578","37380","36915","33203","33931","32629","37577","37656","38276","38670","40857","41637","41434","40153","39742","41082","42961","45673","42179","40401","43996"
"2015F","KY","TETCB","1105190","1118165","1203702","1237678","1229076","1279131","1401149","1414868","1401090","1433445","1368806","1297953","1262684","1277227","1375812","1330171","1304903","1341657","1419500","1509378","1462803","1487035","1548954","1588100","1635669","1704165","1722067","1730853","1689177","1776065","1767397","1797863","1949188","1882784","1956829","1983617","1974137","2044550","2009230","1931015","1978464","1903104","1868356","1838295","1772052","1725476"
"2015F","KY","TNSCB","773887","768893","810702","827121","817576","816565","902723","912345","914525","936224","893932","830717","803619","823557","882639","855727","844274","881425","930905","971457","939260","946763","990400","1021250","1030503","1079220","1071186","1094956","1069001","1119197","1110248","1130410","1184802","1154570","1221183","1226914","1210719","1233681","1192816","1146994","1164779","1129446","1083668","1091303","1082131","1064352"
"2015F","KY","WDRSB","1803","1683","1662","1569","1655","1935","2257","2598","3090","3655","2709","3086","4273","3427","4640","4780","4354","3504","3740","3781","5337","5595","5871","4469","4242","4242","4405","2297","2041","2095","2256","1855","1883","1982","2031","3976","3526","3897","4361","5481","4785","4894","4567","6307","6421","4784"
"2015F","KY","WDRXB","8294","7743","7644","7220","7615","8901","10385","11953","14214","16813","12462","14197","19660","15766","21346","21989","20029","16120","17203","17392","8313","8715","9144","6961","6607","6607","6861","3577","3179","3263","3514","2889","2933","3087","3164","6192","5492","6070","6792","8537","7453","7622","7114","9824","10001","7451"
"2015F","KY","WWCSB","34","32","31","30","31","37","43","49","59","69","67","74","97","78","104","114","128","119","132","306","583","609","642","602","576","581","604","384","335","352","377","326","334","348","340","638","592","629","663","774","764","736","644","747","767","838"
"2015F","KY","WWCXB","156","146","145","137","144","169","196","227","270","319","309","341","445","358","479","523","588","548","605","1409","909","949","1000","937","897","906","941","598","522","549","587","508","521","542","530","994","922","979","1033","1206","1190","1146","1004","1163","1195","1305"
"2015F","KY","WWISB","2968","3371","3968","4188","4804","4371","4964","3257","4401","4614","2246","2371","2293","2590","2643","2632","2780","2768","2880","1227","636","666","602","626","855","1152","1766","1925","1094","1090","1085","1247","11603","14724","12815","15746","15256","16022","14600","8426","13527","13477","11689","12731","15078","15253"
"2015F","KY","WWIXB","10465","11885","13989","14766","16937","15409","17500","11483","15516","16267","7490","7906","7648","8639","8813","8776","6830","6670","6869","2759","1583","1661","1499","1562","1719","2010","3954","4174","3978","4111","3919","5827","3877","3947","6736","4238","3564","3728","3598","5094","3510","3900","3957","3196","3188","3186"
"2015F","KY","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","KY","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","LA","CLOSB","0","0","0","0","0","0","0","1774","3747","2518","2370","6288","7328","7089","8748","10866","6314","8687","10546","14248","15963","10267","11083","10787","11433","7653","2101","1663","1033","931","1389","1981","1303","3139","2058","1601","1768","1731","1743","341","526","1299","2284","2302","2931","3723"
"2015F","LA","CLRFB","0","0","0","0","0","0","0","0","0","0","0","6","61","9","121","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","LA","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","78","83","91","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","LA","DFISB","24250","23547","27667","32223","25336","27016","35960","60228","64424","60538","43113","83884","86946","53915","42695","39278","51440","48808","51991","48932","53194","56237","49918","59533","68972","65945","72744","73005","71106","62217","66755","70736","73930","31290","30663","35307","29355","29316","32559","50447","65288","68882","51083","40920","41918","29090"
"2015F","LA","DFRFB","454","2254","4689","6396","14790","10211","5872","10666","8936","5458","6652","819","394","107","62","29","55","130","27","114","64","64","85","70","91","100","150","124","237","163","261","208","136","32","61","68","76","75","67","162","182","168","207","519","288","554"
"2015F","LA","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","82","86","83","78","82","76","0"
"2015F","LA","ESISB","32316","34628","38704","41321","44207","41727","48622","54002","59246","63600","64187","81930","77534","75355","80954","75492","70243","71593","73978","77749","80852","83340","86332","88261","90632","93320","102984","102960","98581","100181","101385","89603","93107","85827","88441","84545","85074","85761","82752","77430","84215","90198","91789","73725","87004","86833"
"2015F","LA","ESRFB","7390","7885","9223","9857","9359","9349","10492","11632","11563","13293","15084","7867","6722","5970","7129","6233","6438","6835","6404","6740","7389","7364","7384","8774","11283","11400","8057","7905","7189","7242","7630","7893","8099","7151","8086","7685","8323","9088","9140","9962","11958","12361","12103","31479","31472","33008"
"2015F","LA","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","111","143","160","213","213","213","240","262","359","406","476","508","540","580","668","754","965","852","852","852","852"
"2015F","LA","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","42","42","42","30","33","37","38","41","49","41","42","42","42","42","42","42"
"2015F","LA","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","121","131","141","150","138","148","156","167","173","196","196","220","240","312","339","388","450","545","650","810","912","885","948","948","948","948"
"2015F","LA","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","LA","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","LA","LGISB","162475","162208","190600","207352","200208","177148","182862","180303","183519","219117","183537","258264","305978","308727","218349","244286","212101","187522","184716","179382","165399","180589","188631","193644","238610","235890","232941","164292","160571","258484","383051","259445","281745","158902","181681","170475","204415","196031","388824","463651","485367","512672","562585","609476","614228","624959"
"2015F","LA","LGRFB","1980","6509","14963","6268","6877","5818","2340","1885","2341","7574","3074","1289","4657","1754","1152","971","1002","389","448","746","486","340","432","309","363","401","337","216","133","398","620","394","487","376","137","135","119","83","449","259","308","285","455","806","405","389"
"2015F","LA","LOTCB","242686","261571","293284","311358","323124","295628","325114","364737","398932","410234","433418","460449","457373","443470","475611","474121","453857","446734","453355","487119","536482","529855","531544","558562","576649","605752","623129","621471","650488","637331","671205","599599","625482","541323","568073","608757","574059","565281","558591","548168","575961","580334","560387","538746","544844","532243"
