"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","MN","TNSCB","883863","916449","961706","999538","979904","973009","1006308","970428","1023314","999719","879468","828154","842945","828455","875059","879753","872352","860784","923048","957291","946054","975992","996199","1043490","1065723","1132077","1187708","1158941","1143104","1184604","1238350","1193665","1219414","1232087","1250633","1264854","1234872","1271794","1295056","1200645","1229343","1226889","1201401","1255903","1291195","1192000"
"2015F","MN","WDRSB","1854","1711","1760","1540","1651","1865","2039","2309","2930","3756","2466","2216","2650","2461","3075","3167","2885","2477","2643","2672","3552","3724","3907","3317","3148","3148","3269","2552","2267","2327","2506","2523","2561","2696","2763","3369","2988","3303","3696","4429","3866","3954","3691","5097","5188","3865"
"2015F","MN","WDRXB","9344","8626","8870","7765","8325","9401","10277","11640","14769","18931","12432","11172","13358","12407","15500","15966","14544","12485","13324","13471","7689","8061","8457","7180","6815","6815","7077","5523","4908","5037","5425","5461","5543","5835","5981","7293","6468","7149","8000","9586","8369","8559","7989","11032","11231","8367"
"2015F","MN","WWCSB","35","32","33","29","31","35","39","44","56","71","61","53","60","56","69","75","85","84","93","216","531","541","569","580","572","669","669","628","587","699","695","702","768","755","780","831","952","968","1046","1080","1150","1087","1148","1246","3814","3655"
"2015F","MN","WWCXB","176","162","168","147","157","178","194","221","281","359","309","269","303","281","348","379","427","425","469","1091","1345","1390","1432","1493","1407","1355","1425","1406","1266","1231","1325","1119","1057","1114","1080","1269","1224","1262","1315","1460","1416","1369","1127","1306","1342","1465"
"2015F","MN","WWISB","1762","1903","2062","2351","2397","2367","2528","2310","3122","3173","4647","4904","4744","5359","5467","5444","6022","5997","6239","20280","14463","15210","16907","18695","20503","26185","24811","24707","22502","21898","25280","25843","18804","13270","20128","24570","24105","24042","23636","19165","24213","23820","22749","22254","25396","21795"
"2015F","MN","WWIXB","10072","10877","11784","13438","13702","13526","14449","13204","17845","18138","26690","28170","27252","30782","31403","31271","28194","27618","28486","11991","13543","14007","13463","12748","12870","9418","11087","11375","10808","11116","10383","13299","9774","9854","14116","10497","8927","9544","9221","12898","9366","7933","7901","6592","6596","6596"
"2015F","MN","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","219","265","263","289","271"
"2015F","MN","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","CLOSB","35617","31252","39252","33226","34386","38288","41097","39885","34889","33676","30716","33594","28733","30816","36012","34946","32874","32847","35565","32962","30376","28729","26646","27752","24605","25545","25873","31965","27905","27565","21760","23319","23025","23084","24441","23992","24212","24392","22353","17729","17413","12446","22796","24127","24255","21176"
"2015F","MO","CLRFB","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","DFISB","33140","31371","35592","35841","32399","33576","36392","36958","42677","45310","27848","30212","34964","17134","21045","24152","16773","20191","23081","21936","20353","17125","18828","16381","18456","17564","18513","20663","22023","28334","21190","24024","26923","28499","33591","30796","30102","33571","29108","23747","24277","21758","21522","21412","23757","25869"
"2015F","MO","DFRFB","0","0","0","0","0","4","3","0","4","0","7","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","593","1487","1986","3239","3437","5562","6742","9119","12424","14345","14943","14235","13272","13496","14127","13674"
"2015F","MO","ESISB","33840","34622","35730","37230","38357","40065","32789","34936","38684","39493","37430","45881","42449","44042","42113","43077","43407","42834","42841","43646","44142","44744","45858","46465","48130","48862","50890","52091","53913","55008","54864","53960","52345","50602","48801","57556","62493","63172","60905","51352","59131","59129","60032","59885","59365","58128"
"2015F","MO","ESRFB","70","93","122","130","144","137","125","142","151","162","164","1471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","45","49","53","56","52","55","58","62","65","74","74","82","89","116","126","144","167","202","241","301","339","329","352","352","352","352"
"2015F","MO","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","LGISB","4387","4285","4391","3907","5716","6236","7978","8412","9261","18777","11558","6256","11229","7485","5872","4726","4146","4600","6863","8445","6501","7269","6637","9202","8659","14648","12945","9726","7497","16186","13137","7276","16522","16128","19706","18747","12917","16951","5697","5781","5509","5226","4864","4567","4812","3823"
"2015F","MO","LGRFB","2","0","2","1091","4","5","12","11","19","5","2","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","LOTCB","212784","223456","234481","246387","250046","270701","277726","298116","325974","329617","349607","341052","338159","362352","353304","361927","369514","378500","394704","414345","419479","444894","430146","476977","471169","496325","513328","520728","549615","557989","577551","562069","570093","560658","564734","620135","622630","649118","643630","600309","649154","632972","610725","620899","638949","606132"
"2015F","MO","NGISB","107102","105477","97537","115301","108388","89590","90242","88176","68284","61378","76893","70729","65717","60929","60524","66828","55115","54931","54573","54367","55132","57684","58577","61219","70946","69403","72025","71565","64966","65238","69532","68272","67796","62393","65758","67664","66968","69188","67181","63791","65903","63566","63031","64105","68011","66269"
"2015F","MO","NGLPB","0","0","0","0","0","0","0","0","497","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","NGPZB","12832","10054","9739","9145","9024","7552","5280","4676","4447","6919","5666","5689","4634","3839","5137","4337","3555","2003","4931","5205","5360","2585","2313","9884","2896","7171","7536","7529","5553","6831","7672","1930","2587","3044","3302","2606","2456","2764","7257","3914","5851","7106","5014","5705","6388","6442"
"2015F","MO","NGRFB","3262","3706","2810","2662","2344","1062","1170","1312","1178","1299","2402","3665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","P5RFB","10077","9788","11540","11837","10920","11499","10807","10949","10222","8972","8625","7088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","PCISB","0","2312","2593","2271","1842","2053","3695","4921","4122","2962","2511","5314","6757","3528","5480","5007","6298","10080","10188","9016","9008","7878","12014","8654","10465","9900","10430","7263","15555","19411","13237","25586","22043","23054","32225","29864","35260","31210","30187","21607","20223","13336","15806","9859","10990","15739"
"2015F","MO","PCRFB","3629","3286","3686","4006","3244","3927","3495","3637","2593","1858","1801","2888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","RFISB","8206","5841","4958","9075","4946","4139","5041","6098","5527","6145","2412","3055","3539","1739","1161","3502","2358","3361","3338","2619","3264","2976","3863","6299","2880","2007","1940","1129","1146","686","452","678","445","525","795","497","322","185","264","158","146","118","39","25","14","12"
"2015F","MO","RFRFB","1981","2399","2593","315","3098","3669","3325","3568","3209","3592","2005","810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","SFCCB","","","","","","","","","","","16","15","551","341","86","84","0","0","1","482","0","0","0","0","94","1","202","184","10","51","223","7","14","254","222","3","18","15","1","2","4","0","0","0","44","0"
"2015F","MO","SFINB","","","","","","","","","","","16","16","509","306","76","92","0","0","0","412","0","0","0","0","100","1","197","187","10","52","244","7","15","254","231","4","21","17","1","2","4","0","0","0","40","0"
"2015F","MO","SFRCB","","","","","","","","","","","30","28","1072","652","167","179","1","1","1","987","0","0","0","0","174","2","380","336","18","91","411","13","26","473","394","6","30","25","2","4","7","0","0","0","69","0"
"2015F","MO","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","17","116","248","612","804"
"2015F","MO","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","5","7"
"2015F","MO","SORCB","","","","","","","","","","","","","","","","","","","","156","163","162","163","163","162","159","154","146","138","127","111","94","77","61","46","33","30","34","35","28","30","31","104","272","489","578"
"2015F","MO","TEPFB","259504","267439","279172","289301","295691","315684","323219","344897","376343","385731","388616","378827","364153","386964","382924","391326","396002","401202","421788","440064","437354","460464","445849","498673","485250","514760","532548","537971","564236","574083","595287","579037","586674","579386","584239","647633","648359","679011","682820","642285","691613","674733","648092","665463","685785","647730"
"2015F","MO","TERFB","15392","15986","17068","16034","16510","16376","15442","15981","14782","14030","13204","13285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","TETCB","1309319","1326892","1383552","1418803","1399150","1412688","1471776","1505957","1556417","1530708","1422939","1364764","1362282","1365210","1382988","1405948","1407869","1430989","1500396","1511961","1483658","1517239","1507606","1620005","1631741","1688993","1774646","1771630","1816694","1856568","1797009","1830587","1845051","1850768","1861767","1949849","1933447","1985987","1949679","1843867","1910449","1856491","1781757","1847581","1906667","1826760"
"2015F","MO","TNSCB","1049815","1059452","1104382","1129503","1103459","1097003","1148558","1161059","1180073","1144977","1034386","985998","1000262","979544","1000392","1014977","1011868","1029788","1078610","1073778","1046304","1056776","1061757","1121333","1146858","1174238","1242877","1234365","1252495","1282679","1202601","1251578","1258433","1272363","1278375","1302229","1285157","1307033","1266864","1201592","1218852","1181758","1133666","1182118","1221036","1179029"
"2015F","MO","WDRSB","2232","2039","1996","1848","1979","2332","2765","3254","3693","4561","3018","2712","3243","3012","3712","3824","3483","2977","3177","3212","4226","4430","4648","3902","3704","3704","3847","3018","2682","2753","2964","2970","3014","3173","3252","5841","5180","5726","6407","8255","7207","7371","6879","9500","9671","7205"
"2015F","MO","WDRXB","11253","10277","10061","9315","9975","11755","13936","16405","18615","22993","15212","13670","16345","15181","18711","19274","17557","15005","16014","16190","9147","9589","10061","8447","8018","8018","8326","6533","5806","5958","6417","6428","6525","6868","7040","12643","11213","12393","13869","17868","15600","15954","14891","20563","20933","15595"
"2015F","MO","WWCSB","42","38","38","35","37","44","52","62","70","87","75","65","73","68","83","91","102","101","112","260","462","482","509","525","503","512","533","538","460","478","518","522","535","557","545","937","870","924","975","1166","1151","1108","971","1325","1976","2013"
"2015F","MO","WWCXB","212","193","190","176","189","223","263","311","354","436","378","329","370","344","420","458","515","510","563","1311","1000","1044","1101","1137","1089","1106","1154","1172","994","1021","1107","1131","1158","1206","1179","2029","1882","1999","2110","2524","2492","2399","2101","2435","2501","2731"
"2015F","MO","WWISB","2841","3019","3084","3331","4019","3668","4272","3801","4717","4742","1852","1955","1891","2136","2179","2170","1950","1942","2020","861","953","959","891","899","666","732","796","786","467","545","466","975","1173","1111","1205","1194","1320","1384","1431","1353","1333","447","475","388","392","372"
"2015F","MO","WWIXB","7032","7473","7632","8244","9947","9077","10572","9408","11674","11736","4550","4802","4646","5247","5353","5331","4862","5184","5577","2817","2161","2140","2011","2009","1864","1924","1991","1800","2066","2081","1763","5817","4160","4193","4377","4481","3238","3382","3254","2995","3199","1689","1517","1489","1427","1415"
"2015F","MO","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MO","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","CLOSB","1162","1274","1269","1167","1153","552","2697","2514","1654","1562","1242","2570","2472","3629","5059","5806","5806","6631","6248","6141","6302","5630","5772","6317","7082","6899","5575","5636","5137","4424","3701","3723","3632","3537","3744","2872","3616","3542","3141","2580","2849","2622","2608","2801","2516","2562"
"2015F","MS","CLRFB","0","0","0","0","0","0","0","0","0","0","0","2","21","5","70","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","DFISB","17994","19371","18757","21272","22806","25584","31718","39012","43346","27340","20048","36843","28284","28682","22713","22201","19270","20114","20354","20461","22402","21179","19038","18251","21053","22552","22407","26977","23493","22787","18986","21465","20312","19441","24241","18511","16464","17959","16477","11984","13975","13363","18587","19886","18960","14404"
"2015F","MS","DFRFB","61","36","152","197","293","369","326","896","419","481","498","360","128","57","33","16","21","54","11","48","27","24","33","21","28","34","46","46","78","60","74","63","37","20","49","36","43","46","34","38","39","33","75","58","35","92"
"2015F","MS","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246","2968","3092","3003","2348","0","0","1683"
"2015F","MS","ESISB","17065","18288","18841","19548","19839","22967","24810","26449","27523","27743","27155","24679","23153","25455","28268","28829","29158","30159","31763","34405","38936","40831","42403","44160","46290","47059","50766","46333","46425","50069","50315","47878","47149","48130","49088","47797","48832","49938","49761","45166","46930","48802","50675","51169","51780","50401"
"2015F","MS","ESRFB","339","388","246","230","224","284","897","640","299","307","769","2370","2007","2017","2489","2380","2673","2879","2749","2983","3558","3608","3627","4390","5763","5749","3972","3557","3385","3620","3787","4217","4101","4010","4488","4345","4777","5292","5496","5811","6664","6688","6682","3873","3876","3299"
"2015F","MS","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","21","30","38","47","96","113","146","163","217","217","217","250","272","372","421","494","528","560","603","694","783","571","741","741","741","741"
"2015F","MS","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","42","42","42","30","33","37","38","41","49","41","42","42","42","42","42","42"
"2015F","MS","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","5","5","5","5","5","6","6","6","6","7","8","10","11","13","15","18","22","27","30","461","175","175","175","175"
"2015F","MS","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","LGISB","7812","7585","9175","9405","9597","9545","9600","10441","8357","11845","9769","6786","6601","4997","8280","7724","5276","4239","4835","7726","15726","13488","14463","12455","13625","15857","21500","1413","997","7918","6102","9311","7483","13643","4442","3407","4848","3137","1910","1800","1885","1701","1694","1907","1832","1700"
"2015F","MS","LGRFB","179","195","155","183","297","438","1220","973","1156","171","957","34","100","28","44","31","25","9","12","32","46","25","33","20","21","27","31","2","1","12","10","14","13","32","3","3","3","1","2","1","1","1","1","91","45","42"
"2015F","MS","LOTCB","123816","133107","143991","155772","156592","154581","163014","174272","184147","180601","190639","186776","185340","190167","194540","201038","203091","205302","212129","232955","266826","273191","278725","287824","302926","323187","329224","329984","347893","369977","377499","309630","353851","365101","358427","334523","348604","349985","335549","310520","320487","320456","277363","291928","289252","268579"
"2015F","MS","NGISB","128543","136132","136869","126228","116125","89629","77412","70294","63059","68944","68579","69602","86443","96350","107984","89869","78333","71897","81830","88665","90943","93555","93180","88389","76580","75142","72508","75538","69470","107261","105640","87823","91127","81192","91802","82748","86239","92223","93176","86779","101335","99577","97702","88955","93840","97296"
"2015F","MS","NGLPB","8090","5986","9325","6286","5472","8067","4954","5110","5554","8900","4579","4145","7458","6808","7425","6451","6702","8217","7209","5168","7494","4724","5206","4941","3745","3581","3689","3783","3903","4085","3910","4114","4741","4656","5610","5900","6772","8504","10393","10469","11769","3201","4852","3814","2123","2147"
"2015F","MS","NGPZB","60818","60934","58972","58630","51385","39192","31267","31775","32429","43305","40618","41739","38174","28746","33523","25931","29262","32920","35040","35004","38967","35696","35031","38367","40375","42554","50633","46593","38218","32915","32226","30931","27969","26940","22496","22111","22671","28109","29463","29600","28667","29304","49250","23966","21125","21328"
"2015F","MS","NGRFB","7737","10225","12173","11843","10567","11382","8795","9151","10396","8534","8350","8853","13463","15267","15249","11744","13404","11819","12505","11993","13150","14241","14842","14092","12068","11169","10754","11441","13258","17897","16029","13696","13466","11761","12092","13446","13880","13236","14541","14697","16412","15246","16033","26686","27368","27698"
"2015F","MS","P5RFB","30865","29418","30674","26049","26810","26931","28524","29816","30662","33290","33503","18475","18258","23652","25129","22513","24507","28269","34225","34603","34698","29946","36505","34362","31619","30068","35237","35015","29303","29497","27334","34478","35068","38008","37603","38954","42034","41144","36638","36862","39805","40273","41122","38680","35615","36076"
"2015F","MS","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","PCRFB","6897","5994","5663","4458","5934","3976","5904","7199","6205","9301","9367","4127","4584","4931","5367","5960","5892","5795","6382","6126","6640","6488","7118","8210","5729","5610","5854","5855","5734","5712","5776","5684","5569","5502","5830","5522","7249","7465","6854","7128","7578","7385","7439","6784","6331","6450"
"2015F","MS","RFISB","1290","599","3142","5798","4484","4696","5475","7161","6584","20771","13243","9847","15476","2422","1604","515","6142","297","3175","4529","4254","794","522","1077","822","375","522","121","961","72","44","1225","753","1012","1794","1850","413","719","771","332","122","298","207","102","3","29"
"2015F","MS","RFRFB","217","77","1424","286","185","195","197","202","223","1702","410","1352","1223","251","182","46","1609","103","1049","2174","1697","694","670","524","249","131","184","73","0","0","0","0","6","48","154","1","0","0","0","3","1","0","1","6","0","6"
"2015F","MS","SFCCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","SFINB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","SFRCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","13","14","14"
"2015F","MS","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","SORCB","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","10","9","9","10","10","10","9","9","9","9","9","9","9","11","12","12","13","13","14","21","21","16"
"2015F","MS","TEPFB","256121","263776","280131","282222","274065","263826","264201","278923","292019","304009","308757","294822","299922","300721","316774","308670","316930","322061","338801","346585","397304","393023","406504","412070","424223","429194","444325","438973","444517","466831","469557","404684","444877","456484","456376","426625","444913","452884","439268","424914","433618","425933","405003","397978","388317","368847"
"2015F","MS","TERFB","39398","40338","44823","38788","38376","39599","39960","41679","43155","44484","44487","31445","35200","41276","43197","36798","42238","43133","50551","51832","53177","48539","55710","53409","49748","47178","50225","50133","46025","51086","47233","52469","52691","53879","54390","56784","60737","59720","56712","57412","62922","62241","63913","69393","66939","67214"
"2015F","MS","TETCB","747068","786263","830943","848196","817560","772268","779228","819541","849593","877896","834180","818086","814504","820110","858995","837429","846519","868908","917728","959484","1029011","1054900","1079624","1088410","1101849","1129109","1154803","1153276","1145323","1240027","1247589","1135374","1177566","1209870","1212633","1168364","1212769","1225182","1166509","1112229","1177590","1155406","1143029","1138009","1156986","1132690"
"2015F","MS","TNSCB","490947","522487","550811","565973","543494","508442","515027","540618","557575","573887","525423","523264","514581","519389","542220","528758","529589","546846","578927","612898","631707","661877","673121","676340","677627","699914","710478","714303","700805","773195","778032","730689","732689","753386","756257","741738","767856","772298","727241","687315","743974","729473","738026","740032","768670","763843"
"2015F","MS","WDRSB","1840","1692","1557","1425","1548","1812","2006","2165","1877","1910","1809","2061","2854","2289","3119","3213","2927","2367","2526","2554","3579","3752","3936","2969","2818","2818","2927","1527","1357","1393","1500","1233","1251","1317","1350","1891","1677","1854","2075","2155","1882","1924","1796","2480","2525","1881"
"2015F","MS","WDRXB","8463","7785","7163","6556","7121","8336","9226","9961","8633","8788","8323","9481","13129","10529","14348","14780","13463","10889","11621","11749","5574","5844","6131","4625","4390","4390","4559","2379","2114","2170","2337","1920","1949","2051","2102","2946","2613","2888","3231","3357","2931","2997","2797","3863","3933","2930"
"2015F","MS","WWCSB","35","32","29","27","29","34","38","41","36","36","45","50","65","52","70","76","86","81","89","207","391","408","431","400","383","386","401","255","223","234","251","217","222","231","226","304","282","299","316","304","301","289","253","294","302","329"
"2015F","MS","WWCXB","159","147","136","124","135","158","174","189","164","167","207","228","297","239","322","351","395","370","409","952","609","636","671","623","596","602","625","397","347","365","391","338","346","360","352","473","439","466","492","474","468","451","395","457","470","513"
"2015F","MS","WWISB","7655","7707","7827","7998","7461","6918","7769","7935","8930","8844","7810","8243","7974","9007","9189","9150","10547","10502","10925","52016","50059","54478","54631","61536","64231","78293","71858","74027","54117","54735","64949","47095","42544","37890","44222","53176","54985","54867","37522","29835","45738","45787","59911","45619","46865","46069"
"2015F","MS","WWIXB","15376","15479","15720","16065","14985","13894","15605","15938","17936","17764","19904","21008","20324","22956","23420","23321","21779","21231","21843","8918","24627","24355","24983","22226","22332","7575","5210","5527","5784","5960","5689","4975","2999","3075","12524","3335","2488","2583","2496","9340","2415","3191","3109","3564","3483","3467"
"2015F","MS","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MS","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","CLOSB","597","838","1015","924","1174","1042","2422","3478","3457","4161","2931","5361","4333","3307","3114","4065","5668","3436","3932","3642","4043","5192","4715","6810","10489","11249","2375","1920","2595","3024","2655","2614","1346","1365","1371","1315","1292","1630","1386","886","1112","1212","4184","4481","4856","4969"
"2015F","MT","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","DFISB","7419","10196","10851","12073","14058","14525","17045","16832","13834","16234","11212","11312","8125","18481","15644","30239","11463","9360","8574","15264","16184","16707","12469","14002","11158","13284","14949","14095","11375","11527","11076","11092","10717","14588","18833","20471","21315","25879","24989","21964","12414","13695","14817","14941","13933","9554"
"2015F","MT","DFRFB","0","0","0","0","0","0","0","0","0","0","0","8","6","2","0","6","0","0","4","15","0","2","1","1","1","3","2","0","0","7","3","7","0","0","2","0","0","0","0","2","1","0","1","6","0","12"
"2015F","MT","EMLCB","0","0","0","0","0","0","0","0","0","0","0","14","48","90","107","114","120","131","130","122","102","119","105","0","108","91","33","49","48","37","34","28","25","14","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","ESISB","19932","19613","19006","16203","19260","16641","19154","18593","19762","19715","18694","18633","15334","11570","18268","18775","19968","20505","20955","21007","21250","21525","20936","18957","19394","20736","20548","14752","22064","20353","21361","10934","14414","13840","14833","15527","15348","20030","18917","15419","13726","12898","13495","11509","11488","12360"
"2015F","MT","ESRFB","638","856","983","972","969","966","1051","1058","1071","1136","1146","1321","905","2818","944","1153","1017","1005","1013","1290","1028","1070","950","957","943","991","967","727","1049","998","1048","566","813","719","773","796","808","997","980","865","739","691","725","2921","2945","2951"
"2015F","MT","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","54","54","54","54","54","54","54","54","54","144","150","150","150","161","161","167","155","143","121","125","126","150","144","144","144","144"
"2015F","MT","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","35","35","35","35","35","35","35","35","35","70","70","70","70","50","55","63","64","69","82","69","71","71","70","70","70","70"
"2015F","MT","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","37","37","37","37","37","37","37","37","37","62","62","62","62","63","61","62","62","66","62","81","82","183","123","123","123","123"
"2015F","MT","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","MT","LGISB","609","475","494","697","454","275","233","141","163","2","2689","1341","1927","1271","1427","2450","2167","2598","1899","1916","2347","549","877","5145","1246","1175","3498","316","361","388","795","965","1254","744","573","930","1137","2373","996","93","236","425","123","230","248","295"
